Streamer_ID,Avg_Viewers,Peak_Viewers,Genre_Type,Donation_Amount,Hours_Streamed,Platform_Type
1499.0,,12.12,4.29,57.37,615.69,High
1500.0,428.39,,4.77,57.63,157.12,
1501.0,498.92,69.59,3.23,50.81,353.64,Low
1502.0,597.62,10.6,2.72,87.34,64.85,Medium
1503.0,864.18,,3.84,23.05,144.55,Low
1504.0,239.71,68.84,3.97,39.97,713.74,Unknown
1505.0,681.52,74.25,4.77,81.14,67.01,Unknown
1506.0,42.59,36.96,5.21,31.08,989.76,High
1507.0,908.81,35.45,5.51,,645.7,High
1508.0,95.23,7.98,7.47,17.29,606.59,Unknown
1509.0,601.99,13.4,1.18,47.16,417.35,Low
1510.0,304.91,20.65,7.76,14.0,450.4,Medium
1511.0,434.99,48.15,5.54,6.75,,High
1512.0,860.82,27.32,9.7,79.08,705.13,Unknown
1513.0,47.52,85.87,,7.14,461.63,High
1514.0,166.2,76.99,7.03,9.94,,Unknown
1515.0,652.65,93.67,3.99,0.27,539.12,Low
1516.0,839.19,,3.72,50.36,711.73,Medium
1517.0,42.15,25.98,1.93,66.15,919.54,Unknown
1518.0,845.99,21.12,5.8,67.49,665.08,
1519.0,309.43,82.54,9.84,76.41,131.34,Medium
1520.0,984.01,43.88,3.08,29.83,536.92,Medium
1521.0,361.65,46.1,0.81,91.78,830.03,Medium
1522.0,5.79,34.97,6.44,95.37,821.36,Medium
1523.0,793.44,72.31,3.09,68.51,550.24,Low
1524.0,331.8,83.05,8.91,20.89,55.52,Unknown
1525.0,9.06,27.67,1.03,20.6,257.25,High
1526.0,973.02,59.07,0.24,83.41,137.81,Medium
1527.0,82.47,24.14,3.03,66.45,640.01,Low
1528.0,760.6,98.73,3.41,94.47,708.5,High
1529.0,374.11,31.81,6.24,10.06,692.7,Medium
1530.0,437.12,44.07,1.55,34.5,428.71,Low
1531.0,865.69,76.0,2.25,73.49,808.8,High
1532.0,876.67,46.73,1.8,78.37,934.13,Unknown
1533.0,469.51,43.14,9.82,34.44,623.21,Medium
1534.0,686.96,99.96,4.45,26.3,729.75,Medium
1535.0,775.59,98.68,5.82,83.54,528.59,Low
1536.0,698.84,16.56,7.93,3.89,540.88,Low
1537.0,820.23,59.31,5.0,,540.21,High
1538.0,422.94,42.05,0.12,4.03,596.5,Unknown
1539.0,376.6,41.56,7.22,24.04,782.42,Medium
1540.0,519.6,59.87,3.57,40.56,365.6,High
1541.0,839.46,92.46,1.08,42.16,367.75,Medium
,,89.58,1.39,74.74,664.77,Low
1543.0,71.27,32.74,3.83,36.68,845.71,Unknown
1544.0,431.42,90.21,9.85,4.78,645.69,Low
1545.0,927.11,58.43,4.45,4.62,273.84,Medium
1546.0,344.39,38.26,,73.12,769.03,Medium
1547.0,334.53,69.21,6.45,58.98,612.03,Unknown
1548.0,995.38,30.47,9.91,14.45,461.17,Unknown
1549.0,99.7,48.18,4.06,10.57,,Medium
1550.0,290.1,,6.05,,25.16,High
1551.0,975.27,60.64,5.37,97.26,878.06,
1552.0,497.66,18.2,1.29,50.22,907.39,Unknown
1553.0,968.56,2.43,5.29,22.49,749.6,High
1554.0,185.26,81.85,3.07,14.51,689.32,Unknown
1555.0,474.2,3.03,0.15,81.42,780.84,Low
1556.0,631.6,0.65,3.49,81.64,116.96,Medium
1557.0,590.98,78.29,0.81,72.86,11.57,Unknown
1558.0,198.16,74.67,,29.07,561.05,Unknown
1559.0,222.7,14.39,3.4,92.27,50.38,Medium
1560.0,628.25,39.0,5.09,59.5,460.27,Low
1561.0,764.74,36.77,0.06,82.57,800.12,Low
1562.0,75.28,38.8,3.98,64.52,337.5,Unknown
1563.0,171.02,67.62,9.39,84.74,848.94,Medium
1564.0,820.79,6.96,8.45,,269.28,Unknown
1565.0,288.7,90.02,7.31,94.19,683.78,Low
1566.0,941.28,48.41,8.82,23.57,737.2,Unknown
1567.0,274.73,,3.29,56.35,658.41,Low
1568.0,592.5,89.74,2.72,77.2,13.77,High
1569.0,,22.5,3.39,61.62,72.29,Medium
1570.0,,47.71,5.33,24.17,911.38,Medium
1571.0,836.04,26.56,4.65,55.33,580.98,High
1572.0,717.13,,2.08,36.14,846.49,Unknown
1573.0,14.43,89.67,7.78,11.31,407.62,Unknown
1574.0,679.86,2.73,7.95,75.01,727.23,High
1575.0,409.31,8.95,9.22,25.75,326.72,High
1576.0,992.01,51.83,0.25,3.13,13.77,Medium
1577.0,518.07,85.53,4.4,4.68,806.61,Unknown
1578.0,39.44,91.91,4.63,86.41,56.21,Low
1579.0,32.35,19.8,8.19,67.21,190.67,Medium
1580.0,173.28,2.75,0.02,0.39,660.07,High
,,62.08,6.14,68.31,152.49,Medium
1582.0,660.68,96.17,4.61,69.75,154.88,Unknown
1583.0,932.92,8.04,1.02,77.16,115.87,Medium
1584.0,150.53,47.48,1.34,17.76,924.43,
1585.0,875.32,79.77,3.48,54.01,573.53,Medium
1586.0,982.28,60.96,5.26,57.34,174.65,Medium
1587.0,424.15,,3.13,50.1,739.5,High
1588.0,333.46,89.84,2.84,18.54,762.77,High
1589.0,40.34,76.79,8.09,59.71,627.94,Unknown
1590.0,818.19,67.91,8.98,63.44,,Unknown
1591.0,253.21,45.21,1.09,50.14,,High
1592.0,498.61,35.96,9.81,21.2,72.1,Medium
1593.0,928.97,6.32,5.61,91.03,918.44,High
,399.37,4.25,8.1,82.51,630.25,Low
1595.0,982.37,19.85,8.91,24.41,605.12,Low
1596.0,776.89,52.21,8.36,29.46,602.3,Medium
1597.0,338.3,19.73,2.08,59.59,90.05,High
1598.0,,66.68,8.35,91.21,597.7,Unknown
1599.0,276.16,96.87,2.83,3.81,637.57,Medium
1600.0,773.75,68.11,0.91,52.15,612.94,High
1601.0,144.89,48.44,,38.36,144.85,Low
1602.0,886.63,67.1,3.31,33.97,917.3,
1603.0,978.16,23.04,8.53,22.51,414.81,Unknown
1604.0,125.87,13.39,6.55,30.78,351.06,Low
1605.0,450.76,88.53,3.11,80.88,401.1,Low
1606.0,681.16,35.33,9.27,92.04,285.44,Low
1607.0,592.6,96.91,0.22,3.84,999.16,Low
1608.0,415.23,47.15,2.53,91.92,891.32,Low
1609.0,573.1,64.38,0.82,28.45,199.93,Unknown
1610.0,536.89,59.73,1.86,88.27,835.06,Unknown
1611.0,486.47,56.08,6.49,37.62,343.1,Medium
1612.0,461.93,32.13,8.1,84.54,860.28,Low
1613.0,807.19,78.66,2.53,24.69,150.89,Medium
1614.0,910.79,46.07,5.36,37.75,277.98,Medium
1615.0,113.14,53.78,3.74,21.88,533.46,Unknown
1616.0,290.33,91.14,1.56,13.6,236.15,Low
1617.0,748.92,32.97,,78.23,725.5,Low
1618.0,461.59,8.07,2.58,78.04,639.47,Unknown
1619.0,311.3,76.57,8.43,63.7,700.06,Low
1620.0,669.75,5.83,4.76,,186.25,Low
1621.0,762.74,36.18,9.23,33.2,878.16,Unknown
1622.0,456.24,83.91,0.74,65.06,619.76,High
1623.0,357.74,85.27,9.26,81.6,297.63,Low
1624.0,403.7,31.76,3.15,41.52,489.88,Low
1625.0,851.76,62.72,8.79,53.71,524.15,Medium
1626.0,588.67,74.31,9.02,40.0,458.65,Medium
1627.0,142.98,22.49,7.58,61.75,317.95,Low
1628.0,198.86,34.64,8.6,44.7,204.24,Unknown
1629.0,17.18,31.58,3.7,3.65,205.42,Unknown
1630.0,188.51,4.73,6.35,90.35,269.89,Medium
1631.0,155.01,87.17,5.69,53.39,8.87,Low
1632.0,729.74,42.65,0.38,87.82,264.44,Unknown
1633.0,757.26,54.45,1.74,17.18,84.16,Medium
1634.0,302.82,27.79,0.0,38.54,,Unknown
1635.0,633.26,60.56,0.43,71.66,705.62,High
1636.0,696.57,27.27,,32.71,436.34,Low
1637.0,808.22,82.0,8.36,23.09,395.55,Low
1638.0,136.11,43.49,4.82,34.86,54.18,High
1639.0,277.13,53.05,9.18,72.8,965.7,Low
1640.0,387.82,66.92,3.96,20.74,191.42,Unknown
1641.0,91.87,0.05,3.54,41.11,723.7,Low
1642.0,425.24,54.19,4.59,70.55,96.12,Medium
1643.0,404.79,73.91,2.89,14.59,756.69,Unknown
1644.0,456.52,56.63,7.76,89.78,,High
1645.0,807.33,27.92,4.04,65.04,653.26,Low
1646.0,783.67,61.09,9.63,46.44,279.93,High
1647.0,635.92,34.65,2.39,63.54,844.86,Low
1648.0,394.65,43.13,6.96,97.94,295.9,Low
1649.0,511.66,88.45,7.73,2.57,704.65,High
1650.0,494.67,56.75,8.28,91.61,689.18,Medium
1651.0,313.97,55.55,9.08,20.18,253.38,Medium
1652.0,829.3,17.42,1.71,60.01,82.46,High
1653.0,776.84,18.37,5.58,26.75,,Medium
1654.0,417.24,26.64,5.5,28.4,248.76,Unknown
1655.0,49.24,17.16,1.98,78.24,457.46,High
1656.0,392.62,90.37,9.44,41.31,407.22,High
1657.0,700.25,63.18,4.03,84.04,818.44,Medium
1658.0,316.04,83.57,6.49,45.94,666.67,Medium
1659.0,341.09,39.86,7.24,60.56,353.06,Unknown
1660.0,110.97,82.67,6.49,20.05,948.39,Unknown
1661.0,57.49,4.57,0.02,44.16,773.12,Low
1662.0,845.23,63.96,7.85,55.07,687.47,Medium
1663.0,310.94,,0.71,,587.63,Medium
1664.0,875.65,92.98,7.34,25.12,629.76,Low
1665.0,587.79,20.66,,76.69,5.17,Low
1666.0,734.15,44.64,7.94,43.42,586.73,Unknown
1667.0,624.97,66.65,1.43,89.4,348.58,Medium
1668.0,665.09,17.13,8.68,50.04,370.06,Unknown
1669.0,618.91,56.37,6.19,89.48,898.39,High
1670.0,481.97,44.88,5.33,84.05,164.34,High
1671.0,863.96,53.51,9.14,0.71,199.29,Low
1672.0,526.85,85.63,1.87,89.83,510.63,Unknown
1673.0,688.68,63.79,4.87,73.5,150.11,Low
1674.0,633.62,3.48,,87.83,,Low
1675.0,340.36,67.32,5.26,43.64,655.99,Unknown
1676.0,753.53,96.69,3.99,86.23,543.85,Low
1677.0,930.49,32.62,8.44,27.78,896.75,Low
1678.0,402.0,32.87,9.21,73.75,113.49,Medium
1679.0,381.76,55.15,8.52,33.85,982.05,Low
1680.0,148.22,0.66,6.42,44.64,979.81,Medium
1681.0,486.84,78.44,8.75,32.79,862.38,High
1682.0,59.25,96.51,5.44,50.28,859.35,Low
1683.0,,12.0,3.28,21.83,688.43,
1684.0,419.03,74.34,9.12,37.75,409.99,Medium
1685.0,459.65,,2.97,40.07,185.73,Medium
1686.0,189.45,35.81,1.2,89.26,739.97,Low
1687.0,860.22,37.44,8.8,34.62,196.85,High
1688.0,254.18,75.61,4.28,24.63,351.49,High
1689.0,364.92,66.98,8.31,10.15,380.68,Low
1690.0,124.76,95.44,5.06,39.67,11.74,Medium
1691.0,737.93,22.43,7.82,94.02,34.98,Unknown
1692.0,668.08,1.86,7.2,95.17,742.39,Low
1693.0,848.87,4.85,0.78,65.29,684.09,Medium
1694.0,100.13,90.4,7.36,13.31,864.46,High
1695.0,271.04,36.44,4.38,94.51,174.49,Medium
1696.0,480.42,94.48,3.87,13.46,460.11,Medium
1697.0,322.37,75.1,5.8,8.91,970.89,Medium
1698.0,433.53,37.39,8.4,4.05,454.32,Low
1699.0,951.36,4.19,7.12,85.16,423.27,Medium
1700.0,755.62,78.19,5.46,82.32,818.87,Unknown
1701.0,11.76,99.56,4.42,25.02,240.24,High
1702.0,,51.32,0.76,10.31,998.79,Medium
1703.0,320.2,41.05,0.43,79.58,580.86,Unknown
1704.0,234.86,89.54,2.38,76.64,466.71,Low
1705.0,773.68,34.58,4.86,0.04,418.24,High
1706.0,710.67,81.77,1.32,,771.78,Medium
1707.0,505.66,47.73,0.31,0.84,247.28,Low
1708.0,690.62,,9.7,84.42,114.54,Low
1709.0,220.82,52.94,1.39,8.08,745.74,High
1710.0,445.33,82.27,5.11,13.3,594.3,Unknown
1711.0,183.18,95.81,2.64,8.17,696.82,High
1712.0,539.54,66.77,6.29,70.99,282.89,High
1713.0,915.66,30.09,1.39,25.69,49.67,Medium
1714.0,864.6,12.64,0.03,6.44,543.56,High
1715.0,363.2,9.03,3.5,68.64,293.24,Unknown
1716.0,736.63,51.26,9.73,5.82,723.93,Medium
1717.0,482.89,20.49,7.46,34.31,24.6,Medium
1718.0,279.43,58.32,6.48,16.65,723.8,Medium
1719.0,141.8,14.72,1.36,42.45,490.36,Low
,885.18,39.27,3.0,17.35,332.31,Medium
1721.0,554.52,1.93,5.07,53.95,875.25,Unknown
1722.0,92.36,64.89,3.46,3.24,707.52,High
1723.0,875.51,95.45,9.69,75.49,98.49,High
1724.0,271.13,19.21,3.49,90.6,158.31,Low
1725.0,697.75,92.29,0.14,12.43,655.77,High
1726.0,733.57,14.12,1.76,73.26,168.75,Low
1727.0,590.8,83.43,6.03,99.08,668.3,Medium
1728.0,856.94,63.82,3.69,91.17,526.18,High
1729.0,626.53,53.89,9.25,47.84,237.99,High
1730.0,410.91,73.34,3.39,4.47,302.0,High
1731.0,851.4,39.12,5.11,,603.01,Unknown
1732.0,606.35,15.1,3.82,67.66,384.14,High
1733.0,401.32,60.78,1.72,75.74,166.91,Low
1734.0,243.93,69.58,4.58,75.98,834.86,Unknown
1735.0,305.16,68.38,5.82,98.35,506.35,Low
1736.0,174.37,60.49,1.18,9.32,578.34,High
1737.0,161.32,79.71,0.85,78.35,402.23,Low
1738.0,875.9,33.37,4.21,55.42,992.43,High
1739.0,993.43,,4.93,72.3,355.91,Unknown
1740.0,142.48,65.65,8.11,13.9,,Unknown
1741.0,444.98,91.66,1.07,61.97,544.0,High
1742.0,768.07,7.34,,56.08,948.84,Low
1743.0,840.57,46.22,8.21,20.46,487.84,Medium
1744.0,27.51,12.44,2.43,69.53,732.91,Medium
1745.0,198.99,35.02,1.88,26.37,207.5,Unknown
1746.0,475.49,80.25,4.76,28.99,513.74,Unknown
1747.0,441.95,26.84,6.9,54.1,887.53,High
1748.0,571.9,30.45,9.47,50.7,73.54,Unknown
1749.0,86.49,17.87,2.59,2.72,528.13,Medium
1750.0,200.97,55.14,2.14,81.49,663.11,High
1751.0,366.48,93.02,8.41,48.08,146.93,Unknown
1752.0,569.9,31.58,4.48,26.49,207.63,Medium
1753.0,25.53,16.79,7.5,91.13,326.79,Low
1754.0,749.76,27.57,3.42,35.91,487.72,Medium
1755.0,989.14,57.46,9.78,51.59,589.53,Low
1756.0,108.38,27.9,4.0,91.5,547.75,High
1757.0,718.53,70.94,4.34,4.68,768.18,High
1758.0,522.31,8.9,0.71,31.19,991.4,Unknown
,937.1,93.92,2.67,85.78,183.59,Low
1760.0,968.13,88.37,,7.15,456.07,Unknown
1761.0,26.59,22.49,3.5,94.21,638.67,High
1762.0,663.02,39.2,5.54,79.87,691.67,Medium
1763.0,717.51,94.19,5.5,7.86,539.13,Unknown
,87.39,62.63,2.95,37.79,502.09,High
1765.0,474.29,18.29,3.53,41.5,662.14,Unknown
1766.0,598.55,23.84,4.35,6.89,690.85,High
1767.0,161.14,43.42,3.53,71.28,573.59,Low
1768.0,849.83,16.03,4.18,53.08,586.0,Low
1769.0,990.43,44.68,9.42,86.08,726.74,Unknown
1770.0,881.74,38.27,8.27,36.89,341.09,High
1771.0,216.24,79.62,8.89,26.22,622.68,High
1772.0,676.46,8.35,3.8,83.27,848.77,Unknown
1773.0,622.77,94.87,1.22,35.89,362.77,Medium
1774.0,,39.71,6.97,97.44,993.96,High
1775.0,925.83,57.85,9.18,82.4,145.01,Medium
1776.0,502.33,20.65,1.23,19.79,980.46,High
1777.0,208.3,61.13,3.84,,975.25,Low
1778.0,257.75,24.13,,42.21,463.79,Unknown
1779.0,99.58,95.32,,91.55,666.24,High
1780.0,814.91,74.25,6.75,35.54,979.36,Unknown
1781.0,420.26,61.21,8.36,1.07,668.46,Unknown
1782.0,,23.96,6.62,95.48,220.5,Low
1783.0,229.48,86.4,1.29,59.17,107.83,Unknown
1784.0,262.68,99.19,6.75,61.23,428.95,Unknown
1785.0,424.55,70.95,4.92,14.61,925.93,Low
1786.0,349.27,43.33,1.36,48.63,392.08,High
1787.0,297.88,61.41,2.6,46.92,420.54,Unknown
1788.0,389.07,8.69,8.53,9.95,429.84,High
1789.0,626.96,37.71,0.35,92.52,975.24,Low
1790.0,50.69,29.52,4.03,31.96,660.15,Medium
1791.0,408.18,22.29,7.23,59.93,832.15,High
1792.0,372.31,34.02,1.45,48.91,388.01,Low
1793.0,304.06,40.77,5.38,25.26,576.45,Medium
1794.0,854.43,69.24,4.47,11.2,634.35,High
1795.0,383.33,51.31,1.54,74.58,151.52,Low
1796.0,607.49,87.49,7.22,30.94,216.97,Unknown
1797.0,641.2,29.09,9.59,21.19,474.78,Low
1798.0,620.59,54.81,6.4,73.07,396.77,High
1799.0,906.51,15.6,0.99,99.23,883.77,Unknown
,767.36,43.97,9.19,45.98,407.98,High
1801.0,197.67,97.99,2.76,3.48,84.15,High
1802.0,818.4,49.67,4.88,63.99,2.43,Low
1803.0,752.21,44.61,8.43,10.49,289.07,High
1804.0,902.54,46.05,1.0,99.13,947.77,Medium
1805.0,866.78,65.34,4.36,73.77,308.19,High
,148.98,34.97,3.82,22.82,12.11,Low
1807.0,924.98,,6.74,75.13,280.82,Medium
1808.0,569.18,89.19,7.67,46.1,287.78,Medium
1809.0,900.31,26.23,6.76,27.51,614.77,Low
1810.0,540.38,56.05,1.79,80.95,439.47,Medium
1811.0,653.08,61.67,8.94,35.52,699.0,Medium
1812.0,69.25,22.4,3.36,35.33,63.46,High
,362.46,24.09,6.75,42.2,123.64,High
1814.0,747.96,77.98,1.27,31.66,665.15,Medium
1815.0,293.11,16.3,5.8,85.21,14.61,Medium
1816.0,622.77,41.35,3.29,50.66,322.78,Unknown
1817.0,548.19,31.57,5.01,83.07,110.64,High
1818.0,167.4,90.06,2.04,81.55,553.65,High
,623.71,98.51,4.03,40.67,653.48,Unknown
1820.0,330.85,,8.6,17.12,964.27,Medium
1821.0,383.95,56.2,,22.3,718.15,High
1822.0,188.77,43.67,5.68,11.0,440.8,Unknown
1823.0,449.93,95.25,0.93,53.25,706.46,High
1824.0,901.33,55.73,5.83,7.82,373.86,Low
1825.0,183.61,56.16,9.59,42.28,210.21,
1826.0,902.72,55.48,9.06,9.14,950.0,Medium
1827.0,232.34,58.75,6.77,84.75,477.23,Low
1828.0,969.05,3.22,6.1,87.72,215.78,High
1829.0,65.14,64.43,0.07,85.74,518.28,Low
1830.0,805.08,10.79,3.75,63.6,132.09,Low
1831.0,346.01,61.46,7.72,22.29,5.51,
1832.0,,65.81,4.17,15.13,682.44,Unknown
1833.0,638.48,30.38,7.49,34.61,766.7,Unknown
1834.0,539.03,85.65,6.05,49.8,439.07,Medium
1835.0,348.18,69.05,7.67,50.7,738.88,Low
1836.0,695.72,59.75,0.01,90.39,719.75,Low
1837.0,128.36,65.8,3.63,40.01,790.16,Unknown
1838.0,712.87,71.93,0.85,92.54,650.77,Unknown
1839.0,191.5,71.68,9.21,14.87,757.18,Low
1840.0,,22.52,9.19,60.64,466.88,Unknown
1841.0,442.19,43.31,,89.83,160.22,Medium
1842.0,652.38,31.07,8.15,1.82,47.88,Low
1843.0,133.95,51.65,0.19,11.44,168.02,Medium
1844.0,77.61,96.2,2.26,56.86,947.94,High
1845.0,154.89,26.31,2.3,3.08,999.88,Low
1846.0,620.55,95.6,0.32,95.65,556.9,High
1847.0,404.21,7.13,1.01,15.95,131.94,Low
1848.0,681.0,84.73,3.57,56.87,436.37,Medium
1849.0,887.44,64.29,6.67,38.95,77.6,Medium
1850.0,301.26,17.5,4.08,19.71,732.32,Unknown
1851.0,467.9,25.41,0.22,30.31,910.85,Medium
1852.0,551.77,,2.38,1.41,34.3,Low
1853.0,419.32,52.7,0.53,39.85,404.55,Low
1854.0,159.16,92.11,4.67,82.3,251.58,Unknown
1855.0,211.79,22.81,7.78,82.27,294.89,Medium
1856.0,767.39,94.17,1.4,38.11,466.46,High
1857.0,584.3,7.64,6.49,66.44,689.57,Unknown
1858.0,492.36,9.33,4.81,77.83,181.72,Low
1859.0,46.72,69.62,1.0,73.84,265.65,
1860.0,694.51,7.47,8.29,64.67,571.29,High
1861.0,714.54,62.3,3.11,0.86,366.57,Unknown
1862.0,643.47,75.5,9.44,12.25,458.08,Unknown
1863.0,946.6,16.32,0.63,64.46,145.8,Unknown
1864.0,234.94,4.53,7.04,78.22,51.16,Low
1865.0,662.08,85.62,4.09,33.69,648.17,Unknown
1866.0,392.62,46.31,3.58,36.66,813.44,Medium
1867.0,344.26,69.45,5.04,87.52,841.87,Unknown
1868.0,516.95,79.84,4.73,83.07,130.22,Low
1869.0,531.47,61.67,2.76,76.76,262.15,Medium
1870.0,269.65,40.25,6.27,86.93,,Medium
1871.0,389.05,91.04,6.68,71.51,882.69,Medium
1872.0,641.28,42.2,3.56,61.33,545.56,Medium
1873.0,937.95,1.69,2.62,49.24,205.26,Medium
1874.0,410.79,85.24,4.51,43.25,279.45,Low
1875.0,27.98,72.78,1.64,11.98,746.34,Unknown
1876.0,844.72,12.68,8.03,80.19,323.38,High
1877.0,751.79,94.83,4.57,42.81,578.7,Unknown
1878.0,115.94,85.66,8.31,32.92,829.88,Medium
1879.0,485.77,77.78,8.69,34.33,423.49,Medium
1880.0,816.58,14.69,7.06,20.93,70.72,Medium
1881.0,704.31,13.58,0.77,40.63,902.1,High
1882.0,21.9,90.81,2.27,61.72,658.06,Low
1883.0,141.07,94.82,4.78,41.3,505.58,Low
1884.0,778.57,42.43,1.84,29.43,929.34,Unknown
1885.0,492.5,99.59,1.86,9.3,378.78,Unknown
1886.0,339.77,8.69,2.31,15.72,359.43,High
1887.0,571.49,1.05,2.24,9.61,579.1,Unknown
1888.0,148.48,18.94,8.75,80.19,88.99,Unknown
1889.0,322.98,4.32,0.56,12.8,434.65,Medium
1890.0,331.86,16.94,0.13,44.0,699.18,Medium
1891.0,842.53,32.32,8.6,87.8,997.93,Unknown
1892.0,,95.19,9.54,52.13,783.41,
1893.0,563.36,4.47,2.21,41.84,169.19,High
1894.0,189.91,59.75,9.94,35.35,544.3,High
1895.0,968.63,85.43,7.38,25.92,416.18,Unknown
1896.0,635.15,74.07,9.5,97.62,48.98,Unknown
1897.0,373.65,31.38,4.83,78.51,0.04,Medium
1898.0,395.27,96.88,4.76,75.58,469.06,Unknown
1899.0,582.26,86.77,0.08,26.42,232.09,Low
1900.0,533.67,76.13,6.5,95.31,844.04,Unknown
1901.0,145.65,57.98,7.4,83.4,279.09,Unknown
1902.0,533.96,88.48,8.81,37.35,904.98,Low
1903.0,307.47,91.11,9.92,54.08,30.07,Medium
1904.0,643.1,64.84,3.82,95.18,858.83,Low
1905.0,32.51,96.22,9.29,22.2,851.44,Low
1906.0,9.85,36.38,6.43,97.72,775.13,Unknown
1907.0,455.71,93.87,7.53,78.41,106.43,Unknown
1908.0,848.95,33.29,8.65,94.01,948.42,Medium
1909.0,997.7,43.92,4.5,25.57,521.78,Medium
1910.0,336.27,43.13,1.87,74.14,369.67,Low
1911.0,499.94,68.02,1.97,48.04,635.0,Unknown
1912.0,814.06,70.31,1.11,64.94,181.55,High
1913.0,446.57,15.72,6.62,99.04,421.67,Unknown
1914.0,561.16,23.35,9.11,99.2,226.01,Low
1915.0,935.88,68.2,6.83,39.0,873.99,Unknown
1916.0,820.2,87.46,9.97,0.34,588.93,Unknown
1917.0,901.73,39.45,6.85,,398.9,Low
1918.0,189.16,44.43,1.19,42.74,893.23,High
1919.0,313.09,14.6,0.82,54.2,406.59,
1920.0,343.37,53.27,4.54,32.36,745.6,Low
1921.0,482.05,75.71,5.47,47.5,638.81,Low
1922.0,302.72,65.73,9.19,51.98,205.16,Low
1923.0,602.34,0.68,7.96,89.54,81.18,Low
1924.0,845.96,57.19,9.91,,600.49,
1925.0,811.59,97.3,0.59,91.69,6.47,Low
1926.0,37.21,51.21,7.08,7.58,,Medium
1927.0,406.47,4.04,2.81,86.6,641.26,Medium
1928.0,202.88,63.51,6.67,66.31,432.09,Unknown
1929.0,,24.65,0.06,40.87,815.79,Low
1930.0,485.58,86.6,1.45,1.82,561.6,Medium
1931.0,634.83,13.23,7.24,10.2,944.6,Unknown
1932.0,221.73,45.63,9.17,70.46,376.31,Unknown
1933.0,819.35,1.42,1.38,5.59,257.92,Medium
1934.0,444.52,32.54,7.27,67.75,102.34,High
1935.0,686.83,31.3,1.51,79.25,817.11,High
1936.0,990.82,65.1,3.99,19.32,821.47,Low
1937.0,265.35,79.08,2.25,53.86,746.87,Low
1938.0,676.89,31.78,5.74,23.11,980.69,Low
1939.0,564.7,82.04,8.99,4.98,81.72,Medium
1940.0,174.28,2.09,2.71,35.07,465.3,Medium
1941.0,441.71,43.16,9.89,1.09,601.59,High
,289.49,86.46,2.12,87.79,156.94,Low
1943.0,465.34,45.47,4.53,12.76,32.07,Medium
1944.0,709.98,88.24,3.2,42.16,721.89,Unknown
,470.48,47.87,8.48,31.75,47.22,Low
1946.0,91.75,18.48,5.83,14.06,127.36,Unknown
1947.0,787.31,19.94,5.07,87.9,234.02,High
1948.0,35.81,3.08,0.82,18.34,718.56,High
1949.0,296.95,16.87,,51.98,334.01,Medium
1950.0,792.6,27.06,6.61,47.46,278.72,Low
1951.0,738.51,87.19,0.13,2.02,32.62,Unknown
1952.0,151.43,33.47,5.85,68.9,500.12,Medium
1953.0,888.39,60.01,2.67,47.26,819.43,Unknown
1954.0,333.12,8.04,4.97,36.92,600.47,Medium
1955.0,722.51,1.83,9.61,85.66,125.79,High
1956.0,151.7,92.46,3.64,45.97,,Medium
1957.0,231.69,,4.65,11.2,549.43,Medium
1958.0,557.87,46.11,3.73,84.04,143.35,Unknown
1959.0,400.0,95.68,3.6,70.89,234.66,Low
1960.0,931.56,60.94,8.89,19.15,232.4,Unknown
1961.0,194.42,8.68,0.03,56.17,49.68,Medium
1962.0,469.8,79.13,3.95,59.33,2.61,Medium
1963.0,421.07,6.52,3.31,12.21,69.46,Unknown
1964.0,285.15,57.77,6.71,79.55,431.12,Low
1965.0,275.07,59.83,4.14,99.96,334.89,Medium
,213.56,7.27,3.53,9.47,429.22,Unknown
1967.0,912.02,1.18,1.51,78.23,681.89,High
1968.0,130.75,41.29,0.65,23.45,456.89,High
1969.0,102.28,,8.21,84.25,430.41,Medium
1970.0,268.12,87.88,4.5,7.88,279.45,High
1971.0,523.84,54.37,1.49,57.27,187.42,Medium
1972.0,503.05,88.33,5.49,33.17,365.34,Unknown
1973.0,798.73,23.91,6.9,84.71,459.21,High
1974.0,497.4,90.52,4.89,25.45,56.49,Medium
1975.0,900.99,73.63,4.8,55.15,150.37,Medium
1976.0,178.17,1.48,3.54,22.36,574.22,Low
1977.0,118.66,6.09,3.29,22.31,30.4,High
1978.0,192.37,82.91,7.61,79.01,163.5,Unknown
1979.0,567.08,9.84,1.72,58.2,857.26,Unknown
1980.0,246.4,14.23,3.9,38.18,310.82,Medium
,421.53,25.66,6.11,67.23,709.16,Unknown
1982.0,0.42,27.13,2.67,62.07,140.16,High
1983.0,766.99,95.3,3.8,78.8,87.86,High
1984.0,228.75,48.47,8.36,44.89,116.22,Unknown
1985.0,806.36,97.7,6.4,57.47,925.17,High
1986.0,416.55,95.92,6.7,97.27,127.26,Unknown
1987.0,198.53,7.81,1.82,63.19,975.83,High
1988.0,557.73,73.9,8.88,60.39,547.49,Medium
1989.0,435.6,11.39,1.41,16.72,438.29,Medium
1990.0,833.7,37.98,3.95,67.26,938.31,Low
1991.0,20.33,82.2,7.82,97.39,490.54,Medium
1992.0,151.38,21.55,7.4,0.78,310.08,Low
1993.0,925.73,28.46,4.69,73.04,437.44,Low
1994.0,93.75,82.38,8.83,42.9,873.94,Low
1995.0,120.81,58.94,,3.13,,
1996.0,397.8,54.11,4.86,33.6,425.82,Unknown
